Creative_Type	Director	Distributor	IMDB_Rating	IMDB_Votes	MPAA_Rating	Major_Genre	Production_Budget	Release_Date	Rotten_Tomatoes_Rating	Running_Time_min	Source	Title	US_DVD_Sales	US_Gross	Worldwide_Gross
Contemporary Fiction	Clint Eastwood	Warner Bros.	8.0	119484	R	Drama	30000000	8-Oct-03	87	137	Based on Book/Short Story	Mystic River	""	90135191	156835191
Contemporary Fiction	Jared Hess	Paramount Pictures	5.7	31455	PG	Comedy	32000000	16-Jun-06	40	""	Original Screenplay	Nacho Libre	46582125	80197993	99197993
Contemporary Fiction	Joe Carnahan	Paramount Pictures	7.3	19248	R	Thriller/Suspense	7500000	20-Dec-02	83	""	Original Screenplay	Narc	""	10465659	10465659
Fantasy	Andrew Adamson	Walt Disney Pictures	6.9	46608	PG	Adventure	225000000	16-May-08	67	""	Based on Book/Short Story	The Chronicles of Narnia: Prince Caspian	77773230	141621490	419490286
Contemporary Fiction	Jon Turteltaub	Walt Disney Pictures	6.9	83989	PG	Adventure	100000000	19-Nov-04	44	131	Original Screenplay	National Treasure	""	173005002	347405002
Dramatization	Catherine Hardwicke	New Line	6.6	4701	PG	Drama	35000000	1-Dec-06	37	102	Based on Book/Short Story	The Nativity Story	26142500	37629831	46432264
Contemporary Fiction	""	Summit Entertainment	6.2	21708	PG-13	Action	21000000	14-Mar-08	23	""	Original Screenplay	Never Back Down	18692319	24850922	39319801
Contemporary Fiction	""	Sony Pictures	5.7	22859	PG-13	Adventure	50000000	30-Sep-05	21	109	Original Screenplay	Into the Blue	""	18782227	41982227
""	""	Sony Pictures Classics	""	""	R	""	25000000	5-Feb-10	""	""	""	Shinjuku Incident	""	0	0
Historical Fiction	Joel Coen	Miramax	8.3	197898	R	Action	25000000	9-Nov-07	95	""	Based on Book/Short Story	No Country for Old Men	45877844	74273505	162103209
Super Hero	Brad Bird	Walt Disney Pictures	8.1	159123	PG	Adventure	92000000	5-Nov-04	97	121	Original Screenplay	The Incredibles	""	261441092	632882184
Contemporary Fiction	F. Gary Gray	Warner Bros.	7.2	46511	R	Action	50000000	29-Jul-98	81	138	Original Screenplay	The Negotiator	""	44705766	49105766
""	""	Warner Bros.	5.3	12554	R	Horror	35000000	30-Apr-10	13	""	""	A Nightmare on Elm Street	""	63075011	105175011
Contemporary Fiction	Bill Duke	Sony Pictures	5.2	1010	PG-13	Drama	5000000	9-Jan-09	35	""	Based on Book/Short Story	Not Easily Broken	13828911	10572742	10572742
Contemporary Fiction	""	Sony Pictures	5.4	14268	PG-13	Comedy	13000000	10-May-02	7	88	Original Screenplay	The New Guy	""	28972187	28972187
Dramatization	Richard Linklater	20th Century Fox	5.7	4443	PG-13	Drama	27000000	27-Mar-98	61	""	Based on Real Life Events	The Newton Boys	""	10341093	10341093
Contemporary Fiction	John Schlesinger	Paramount Pictures	4.4	6104	PG-13	Drama	25000000	3-Mar-00	19	""	Original Screenplay	The Next Best Thing	""	14983572	24355762
Historical Fiction	Michael Polish	Paramount Vantage	6.3	3776	PG-13	Drama	1900000	11-Jul-03	57	""	Original Screenplay	Northfork	""	1420578	1445140
Contemporary Fiction	Paul Weitz	Universal	6.8	25695	PG-13	Comedy	26000000	29-Dec-04	84	109	Original Screenplay	In Good Company	""	45489752	63489752
Contemporary Fiction	""	Universal	6.9	66362	PG-13	Romantic Comedy	42000000	28-May-99	82	123	Original Screenplay	Notting Hill	""	116089678	363728226
Fantasy	""	New Line	5.0	35082	PG-13	Comedy	80000000	10-Nov-00	21	90	Original Screenplay	Little Nicky	""	39442871	58270391
Historical Fiction	""	United Artists	7.3	4968	PG	Drama	10000000	27-Dec-02	77	""	Based on Book/Short Story	Nicholas Nickleby	""	1562800	1562800
Fantasy	""	20th Century Fox	6.0	10391	PG	Adventure	37000000	4-Apr-08	50	""	Based on Book/Short Story	Nim's Island	18322434	48006762	94081683
Contemporary Fiction	James McTeigue	Warner Bros.	6.3	20078	R	Action	50000000	25-Nov-09	25	""	Original Screenplay	Ninja Assassin	14085314	38122883	57422883
Fantasy	Roman Polanski	Artisan	6.6	50510	R	Thriller/Suspense	38000000	10-Mar-00	""	133	Original Screenplay	The Ninth Gate	""	18653746	58394308
Science Fiction	""	Fox Searchlight	7.3	252	""	Drama	15000000	15-Sep-10	62	""	Based on Book/Short Story	Never Let Me Go	""	186830	186830
Contemporary Fiction	Nora Ephron	Paramount Pictures	4.9	5461	R	Comedy	65000000	27-Oct-00	23	""	Original Screenplay	Lucky Numbers	""	10014234	10014234
Fantasy	Shawn Levy	20th Century Fox	5.9	25631	PG	Comedy	150000000	22-May-09	""	104	Based on Book/Short Story	Night at the Museum: Battle of the Smithsonian	48547729	177243721	413054631
Contemporary Fiction	Peter Sollett	Sony Pictures	6.8	24021	PG-13	Drama	10000000	3-Oct-08	73	90	Based on Book/Short Story	Nick and Norah's Infinite Playlist	10327750	31487293	31487293
Dramatization	""	Fox Searchlight	6.3	9811	R	Drama	19000000	16-Jan-09	50	""	Based on Real Life Events	Notorious	21503929	36842118	44473591
Factual	""	Magnolia Pictures	8.3	4086	Not Rated	Documentary	2000000	27-Jul-07	94	""	Based on Real Life Events	No End In Sight	""	1433319	1433319
Historical Fiction	""	Weinstein Co.	5.5	1224	R	Drama	40000000	16-Mar-07	""	""	Original Screenplay	Nomad	""	79123	79123
Historical Fiction	""	MGM	8.0	19600	R	Drama	1000000	7-Dec-01	93	""	Original Screenplay	No Man's Land	""	1067481	2684207
Contemporary Fiction	""	Warner Bros.	6.3	16952	PG	Romantic Comedy	28000000	27-Jul-07	40	103	Remake	No Reservations	27029295	43107979	92107979
Contemporary Fiction	Nick Cassavetes	New Line	8.0	95850	PG-13	Drama	30000000	25-Jun-04	52	123	Based on Book/Short Story	The Notebook	""	81001787	102276787
""	""	Sony Pictures Classics	5.5	2189	R	Drama	250000	22-Jul-05	""	""	""	November	""	191862	191862
Contemporary Fiction	""	Artisan	5.8	6233	R	Comedy	6000000	16-Nov-01	37	""	Original Screenplay	Novocaine	""	2025238	2522928
Historical Fiction	""	Zeitgeist	""	""	R	Drama	6500000	7-Mar-03	""	""	Based on Book/Short Story	Nowhere in Africa	""	6173485	6173485
Contemporary Fiction	Jared Hess	Fox Searchlight	6.9	76557	PG	Comedy	400000	11-Jun-04	70	82	Based on Short Film	Napoleon Dynamite	""	44540956	46140956
Dramatization	""	Warner Bros.	7.2	16497	R	Drama	30000000	21-Oct-05	69	""	Based on Real Life Events	North Country	14349786	18324242	23624242
Contemporary Fiction	Mira Nair	Fox Searchlight	7.5	9700	PG-13	Drama	8500000	9-Mar-07	""	122	Based on Book/Short Story	The Namesake	9364773	13610521	20180109
Factual	""	Universal	6.9	3264	NC-17	Documentary	2000000	11-Feb-05	""	""	Based on Real Life Events	Inside Deep Throat	""	691880	691880
Contemporary Fiction	Joel Coen	Universal	6.4	36323	PG-13	Romantic Comedy	60000000	10-Oct-03	75	100	Original Screenplay	Intolerable Cruelty	""	35327628	121327628
Contemporary Fiction	Sydney Pollack	Universal	6.5	38227	PG-13	Thriller/Suspense	90000000	22-Apr-05	58	118	Original Screenplay	The Interpreter	""	72708161	163954076
Dramatization	""	Miramax	5.9	8437	R	Drama	4000000	4-Aug-06	40	""	Based on Real Life Events	The Night Listener	8927227	7836393	10547755
Contemporary Fiction	Tom Tykwer	Sony Pictures	""	""	R	Thriller/Suspense	50000000	13-Feb-09	59	118	Original Screenplay	The International	7276738	25450527	53850527
Contemporary Fiction	Joel Schumacher	New Line	6.2	59174	R	Thriller/Suspense	32000000	23-Feb-07	8	95	Original Screenplay	The Number 23	27576238	35193167	76593167
Contemporary Fiction	Neil LaBute	USA Films	6.4	20354	R	Black Comedy	24000000	8-Sep-00	84	110	Original Screenplay	Nurse Betty	""	25170054	27732366
Kids Fiction	""	Paramount Pictures	5.9	5379	G	Adventure	25000000	21-Dec-01	""	83	Based on TV	Jimmy Neutron: Boy Genius	""	80936232	102992536
Contemporary Fiction	Peter Segal	Universal	4.3	17075	PG-13	Comedy	84000000	28-Jul-00	""	107	Remake	Nutty Professor II: The Klumps	""	123307945	161600000
""	""	""	5.8	511	R	Romantic Comedy	500000	12-Jul-02	""	""	""	Never Again	""	307631	307631
Historical Fiction	Marc Forster	Miramax	7.9	86828	PG	Drama	25000000	12-Nov-04	82	106	Based on Play	Finding Neverland	""	51676606	118676606
Contemporary Fiction	Sean Penn	Paramount Vantage	8.2	99464	R	Drama	20000000	21-Sep-07	82	147	Based on Book/Short Story	Into the Wild	15272435	18354356	53813837
Historical Fiction	Terrence Malick	New Line	6.9	33248	PG-13	Adventure	30000000	25-Dec-05	60	""	Original Screenplay	The New World	8200002	12712093	26184400
Fantasy	Timur Bekmambetov	Fox Searchlight	6.5	25136	Not Rated	Action	4200000	17-Feb-06	""	""	Based on Book/Short Story	Nochnoy dozor	7476421	1502188	33923550
Contemporary Fiction	Dennie Gordon	Warner Bros.	""	""	PG	Comedy	40000000	7-May-04	11	""	Original Screenplay	New York Minute	""	14018364	21215882
Contemporary Fiction	""	20th Century Fox	5.9	8492	R	Romantic Comedy	15000000	17-Apr-98	50	112	Based on Book/Short Story	The Object of my Affection	""	29145924	29145924
Contemporary Fiction	""	Paramount Pictures	6.1	23742	PG-13	Comedy	18000000	11-Jan-02	47	82	Original Screenplay	Orange County	""	41059716	43308707
Contemporary Fiction	Steven Soderbergh	Warner Bros.	7.6	139034	PG-13	Comedy	110000000	7-Dec-01	81	116	Remake	Ocean's Eleven	""	183417150	450728529
Contemporary Fiction	Steven Soderbergh	Warner Bros.	6.0	89861	PG-13	Adventure	85000000	10-Dec-04	55	125	Remake	Ocean's Twelve	""	125531634	363531634
Contemporary Fiction	Steven Soderbergh	Warner Bros.	6.9	76884	PG-13	Adventure	85000000	8-Jun-07	70	122	Remake	Ocean's Thirteen	48258805	117144465	311744465
Factual	""	Walt Disney Pictures	7.6	1429	G	Documentary	80000000	22-Apr-10	""	""	Based on Real Life Events	Oceans	""	19422319	72965951
Contemporary Fiction	Mike Judge	Miramax	7.9	80972	R	Black Comedy	10000000	19-Feb-99	80	""	Based on Short Film	Office Space	""	10827813	12827813
Contemporary Fiction	""	Warner Bros.	7.0	13755	PG-13	Drama	16000000	11-Oct-02	69	""	Based on Book/Short Story	White Oleander	""	16357770	21657770
Contemporary Fiction	""	20th Century Fox	5.4	24523	R	Horror	25000000	6-Jun-06	26	""	Remake	The Omen	10468933	54607383	119607383
Contemporary Fiction	Oliver Stone	Warner Bros.	6.6	48477	R	Drama	60000000	22-Dec-99	49	162	Original Screenplay	Any Given Sunday	""	75530832	100230832
Contemporary Fiction	""	Fox Searchlight	8.0	34348	R	Drama	150000	16-Jun-07	97	""	Original Screenplay	Once	""	9445857	18997174
Factual	Matt Dillon	Miramax	7.1	643	PG-13	Documentary	1000000	7-Jul-06	82	""	Based on Real Life Events	Once in a Lifetime: the Extraordinary Story of the New York Cosmos	""	144601	206351
Contemporary Fiction	""	Fox Searchlight	7.0	42134	R	Drama	12000000	21-Aug-02	81	96	Original Screenplay	One Hour Photo	""	31597131	52223306
Contemporary Fiction	Carl Franklin	Universal	6.9	5591	R	Drama	30000000	18-Sep-98	88	127	Based on Book/Short Story	One True Thing	""	23337196	26708196
Contemporary Fiction	""	Magnolia Pictures	4.7	887	R	Action	15000000	25-Sep-09	""	97	Original Screenplay	Ong-Bak 2	1238181	102458	7583050
Contemporary Fiction	""	Miramax	3.4	2617	PG	Romantic Comedy	10000000	26-Oct-01	18	""	Original Screenplay	On the Line	""	4356743	4356743
Historical Fiction	Michael O. Sajbel	Rocky Mountain Pictures	6.0	2993	PG	Drama	20000000	13-Oct-06	16	124	Based on Book/Short Story	One Night with the King	20554010	13395961	13395961
Contemporary Fiction	""	Strand	6.5	468	PG	Drama	9000000	22-Nov-06	""	""	Based on Book/Short Story	Opal Dreams	""	14443	14443
Kids Fiction	""	Sony Pictures	6.0	52	PG	Adventure	85000000	29-Sep-06	47	87	Original Screenplay	Open Season	96622855	85105259	189901703
Contemporary Fiction	""	Lionsgate	5.9	23667	R	Thriller/Suspense	500000	6-Aug-04	""	79	Original Screenplay	Open Water	""	30500882	52100882
Historical Fiction	Kevin Costner	Walt Disney Pictures	7.5	26438	R	Western	26000000	15-Aug-03	79	139	Based on Book/Short Story	Open Range	""	58328680	68293719
Contemporary Fiction	""	20th Century Fox	4.9	9119	R	Thriller/Suspense	35000000	5-Sep-03	""	""	Original Screenplay	The Order	""	7659747	11559747
Contemporary Fiction	Trey Parker	October Films	6.0	15592	NC-17	Comedy	1000000	23-Oct-98	""	""	Original Screenplay	Orgazmo	""	582024	627287
Contemporary Fiction	""	MGM	5.6	15939	R	Thriller/Suspense	26000000	3-Aug-01	12	""	Based on Book/Short Story	Original Sin	""	16521410	16521410
Contemporary Fiction	""	MGM	7.4	4737	PG-13	Drama	500000	30-Jan-04	""	""	Original Screenplay	Osama	""	1127331	1971479
Historical Fiction	""	Fox Searchlight	6.7	3782	R	Drama	12500000	31-Dec-97	65	""	Based on Book/Short Story	Oscar and Lucinda	""	1612957	1612957
Contemporary Fiction	Todd Phillips	Dreamworks SKG	7.0	60477	R	Comedy	24000000	21-Feb-03	60	91	Original Screenplay	Old School	""	75155000	86325829
Kids Fiction	Bobby Farrelly	Warner Bros.	6.0	10959	PG	Comedy	70000000	10-Aug-01	54	""	Original Screenplay	Osmosis Jones	""	13596911	13596911
Historical Fiction	Les Mayfield	Warner Bros.	5.6	7396	PG-13	Western	35000000	17-Aug-01	13	""	Original Screenplay	American Outlaws	""	13264986	13264986
Historical Fiction	Roman Polanski	Sony/TriStar	7.0	10748	PG-13	Drama	65000000	23-Sep-05	59	""	Based on Book/Short Story	Oliver Twist	""	2070920	26670920
Contemporary Fiction	""	Walt Disney Pictures	5.8	7153	PG-13	Comedy	11000000	21-Nov-01	8	""	Original Screenplay	Out Cold	""	13906394	13906394
Science Fiction	""	Third Rail	6.4	18299	R	Adventure	50000000	23-Jan-09	""	115	Original Screenplay	Outlander	1757108	166003	1250617
Contemporary Fiction	Steven Soderbergh	Universal	7.1	38263	R	Drama	48000000	26-Jun-98	93	129	Based on Book/Short Story	Out of Sight	""	37562568	37562568
Contemporary Fiction	Carl Franklin	MGM	4.9	151	PG-13	Thriller/Suspense	50000000	3-Oct-03	65	105	Original Screenplay	Out of Time	""	41083108	55489826
Contemporary Fiction	""	Paramount Pictures	4.9	6338	PG-13	Comedy	40000000	2-Apr-99	24	92	Remake	The Out-of-Towners	""	28544120	28544120
Dramatization	""	Sony Pictures Classics	7.0	5789	R	Drama	10000000	2-May-03	78	""	Based on Book/Short Story	Owning Mahowny	""	1011054	1011054
Contemporary Fiction	Adam Shankman	Walt Disney Pictures	5.3	22590	PG	Comedy	56000000	4-Mar-05	20	97	Original Screenplay	The Pacifier	""	113006880	198006880
Historical Fiction	Guillermo Del Toro	Picturehouse	8.4	153762	R	Horror	16000000	29-Dec-06	""	""	Original Screenplay	El Laberinto del Fauno	40776265	37634615	83234615
Dramatization	Mel Gibson	Newmarket Films	7.1	87326	R	Drama	25000000	25-Feb-04	50	127	Based on Book/Short Story	The Passion of the Christ	618454	370782930	611899420
Contemporary Fiction	Tom Shadyac	Universal	6.3	31481	PG-13	Comedy	50000000	25-Dec-98	24	110	Based on Real Life Events	Patch Adams	""	135041968	202200000
Contemporary Fiction	""	Paramount Pictures	5.8	304	R	Action	50000000	5-Feb-99	51	110	Based on Book/Short Story	Payback	""	81526121	161626121
Science Fiction	John Woo	Paramount Pictures	6.1	35660	PG-13	Thriller/Suspense	60000000	25-Dec-03	28	119	Based on Book/Short Story	Paycheck	""	53789313	89350576
Contemporary Fiction	""	20th Century Fox	5.4	47541	PG-13	Action	35000000	17-Oct-08	17	""	Based on Game	Max Payne	25346362	40687294	85761789
Contemporary Fiction	Garry Marshall	Walt Disney Pictures	5.3	12439	G	Romantic Comedy	45000000	11-Aug-04	""	115	Based on Book/Short Story	The Princess Diaries 2: Royal Engagement	""	95149435	122071435
Contemporary Fiction	Garry Marshall	Walt Disney Pictures	5.9	23486	G	Comedy	30000000	3-Aug-01	46	115	Based on Book/Short Story	The Princess Diaries	""	108244774	165334774
Contemporary Fiction	Mimi Leder	Dreamworks SKG	5.8	21524	R	Action	50000000	26-Sep-97	45	123	Based on Magazine Article	The Peacemaker	""	41263140	62967368
Fantasy	P.J. Hogan	Universal	7.1	16894	PG	Adventure	100000000	25-Dec-03	76	113	Based on Book/Short Story	Peter Pan	""	48417850	95255485
""	""	Miramax	5.5	6305	R	""	20000000	25-Apr-03	""	""	""	People I Know	""	121972	121972
""	""	""	6.2	808	R	""	6600000	21-May-10	""	""	""	Perrier's Bounty	""	828	828
Contemporary Fiction	David Twohy	Universal	6.5	16324	R	Thriller/Suspense	14000000	7-Aug-09	60	""	Original Screenplay	A Perfect Getaway	3994342	15515460	20613298
Contemporary Fiction	""	Fox Searchlight	2.2	6343	PG-13	Romantic Comedy	3000000	7-Apr-06	23	""	Original Screenplay	Phat Girlz	18090044	7061128	7271305
Contemporary Fiction	""	Gold Circle Films	6.8	5233	R	Drama	4000000	28-Feb-03	""	""	Original Screenplay	Poolhall Junkies	""	563711	563711
Historical Fiction	Joel Schumacher	Warner Bros.	7.2	42832	PG-13	Musical	55000000	22-Dec-04	33	143	Based on Musical/Opera	The Phantom of the Opera	""	51225796	158225796
Contemporary Fiction	Joel Schumacher	20th Century Fox	7.2	68874	R	Thriller/Suspense	11000000	4-Apr-03	71	81	Original Screenplay	Phone Booth	""	46566212	97837138
Dramatization	Roman Polanski	Focus Features	8.5	134516	R	Drama	35000000	27-Dec-02	""	149	Based on Real Life Events	The Pianist	""	32519322	120000000
Historical Fiction	Shawn Levy	Sony Pictures	5.1	28456	PG	Comedy	80000000	10-Feb-06	22	""	""	The Pink Panther	23182695	82226474	158926474
Fantasy	Gore Verbinski	Walt Disney Pictures	8.0	232719	PG-13	Adventure	125000000	9-Jul-03	""	143	Disney Ride	Pirates of the Caribbean: The Curse of the Black Pearl	""	305411224	655011224
Fantasy	Gore Verbinski	Walt Disney Pictures	7.3	150446	PG-13	Adventure	225000000	7-Jul-06	54	151	Disney Ride	Pirates of the Caribbean: Dead Man's Chest	320830925	423315812	1065659812
Fantasy	Gore Verbinski	Walt Disney Pictures	7.0	133241	PG-13	Adventure	300000000	25-May-07	45	167	Disney Ride	Pirates of the Caribbean: At World's End	296060575	309420425	960996492
Science Fiction	David Twohy	Universal	6.4	49383	PG-13	Adventure	120000000	11-Jun-04	29	119	Original Screenplay	The Chronicles of Riddick	""	57712751	107212751
Science Fiction	David Twohy	USA Films	7.0	55217	R	Horror	23000000	18-Feb-00	55	110	Original Screenplay	Pitch Black	""	39235088	53182088
Contemporary Fiction	Ron Shelton	Walt Disney Pictures	5.1	6039	R	Comedy	24000000	24-Dec-99	""	""	Original Screenplay	Play it to the Bone	""	8427204	8427204
Contemporary Fiction	""	Universal	5.1	4411	PG-13	Comedy	12000000	12-May-00	13	""	Original Screenplay	Screwed	""	6982680	6982680
Fantasy	Chris Columbus	20th Century Fox	5.8	20451	PG	Adventure	95000000	12-Feb-10	50	""	Based on Book/Short Story	Percy Jackson & the Olympians: The Lightning Thief	30795712	88761720	226435277
Contemporary Fiction	Gurinder Chadha	First Look	6.6	175	R	Drama	13000000	4-May-07	""	""	Original Screenplay	Paris, je t'aime	""	4857374	4857374
Dramatization	""	Roadside Attractions	5.3	224	PG	Drama	9000000	14-May-10	""	""	Based on Real Life Events	Princess Kaiulani	""	883454	883454
Contemporary Fiction	Steve Miner	20th Century Fox	5.3	19382	R	Thriller/Suspense	27000000	16-Jul-99	38	82	Original Screenplay	Lake Placid	""	31770413	31770413
Contemporary Fiction	""	CBS Films	4.4	6981	PG-13	Romantic Comedy	35000000	23-Apr-10	20	106	Original Screenplay	The Back-up Plan	7571152	37490007	77090007
Contemporary Fiction	Sean Penn	Warner Bros.	6.9	22609	R	Drama	45000000	19-Jan-01	77	""	Based on Book/Short Story	The Pledge	""	19719930	29406132
Contemporary Fiction	Taylor Hackford	Warner Bros.	6.1	23099	R	Action	65000000	8-Dec-00	39	135	Based on Magazine Article	Proof of Life	""	32598931	62761005
Dramatization	Ed Harris	Sony Pictures Classics	7.1	9669	R	Drama	6000000	15-Dec-00	82	""	Based on Real Life Events	Pollock	""	8596914	10557291
Science Fiction	Tim Burton	20th Century Fox	5.5	72763	PG-13	Adventure	100000000	27-Jul-01	44	120	Remake	Planet of the Apes	""	180011740	362211740
""	""	Sony Pictures Classics	7.4	1023	R	""	3000000	30-Apr-10	88	""	""	Please Give	""	4028339	4028339
Science Fiction	""	Sony Pictures	6.1	9645	PG	Adventure	50000000	20-Nov-09	22	""	Original Screenplay	Planet 51	15341764	42194060	108005745
Science Fiction	""	Warner Bros.	3.7	9207	PG-13	Comedy	100000000	16-Aug-02	6	""	Original Screenplay	The Adventures of Pluto Nash	""	4411102	7094995
Contemporary Fiction	""	New Line	4.8	2072	R	Drama	5000000	8-Apr-98	27	104	Original Screenplay	The Players Club	""	23047939	23047939
Contemporary Fiction	Oren Peli	Paramount Pictures	6.7	53455	R	Horror	15000	25-Sep-09	82	85	Original Screenplay	Paranormal Activity	14051496	107918810	193770453
Contemporary Fiction	David Gordon Green	Sony Pictures	""	""	R	Comedy	26000000	6-Aug-08	""	""	Original Screenplay	The Pineapple Express	45217362	87341380	100941380
Fantasy	Roberto Benigni	Miramax	3.5	3215	G	Adventure	45000000	25-Dec-02	""	""	Based on Book/Short Story	Pinocchio	""	3681811	31681811
""	""	""	6.5	496	PG-13	""	15000000	29-Jun-01	""	""	""	Pandaemonium	""	0	0
Science Fiction	""	Overture Films	6.9	29428	R	Horror	40000000	25-Sep-09	28	""	Original Screenplay	Pandorum	4018696	10330853	17033431
Super Hero	""	Lionsgate	6.4	50482	R	Action	33000000	16-Apr-04	30	124	Based on Comic/Graphic Novel	The Punisher	""	33664370	54664370
Kids Fiction	""	Warner Bros.	""	""	G	Adventure	30000000	21-Jul-00	""	99	Based on TV	Pokemon 2000	""	43746923	133946923
Kids Fiction	""	Warner Bros.	3.5	2577	G	Adventure	3000000	6-Apr-01	23	""	Based on TV	Pokemon 3: The Movie	""	17052128	68452128
Kids Fiction	Robert Zemeckis	Warner Bros.	6.7	28550	G	Adventure	170000000	10-Nov-04	56	99	Based on Book/Short Story	The Polar Express	""	181320597	305420597
Contemporary Fiction	""	Universal	5.8	38276	PG-13	Romantic Comedy	42000000	16-Jan-04	26	90	Original Screenplay	Along Came Polly	""	88073507	170360435
Kids Fiction	""	Walt Disney Pictures	7.8	13821	G	Adventure	34000000	14-Aug-09	""	""	Original Screenplay	Gake no ue no Ponyo	12626319	15090399	199090399
Contemporary Fiction	""	Paramount Pictures	4.5	6183	PG-13	Comedy	3500000	29-Jun-01	27	""	Original Screenplay	Pootie Tang	""	3293258	3293258
Contemporary Fiction	Wolfgang Petersen	Warner Bros.	5.6	35930	PG-13	Adventure	160000000	12-May-06	33	""	Remake	Poseidon	19732418	60674817	181674817
Contemporary Fiction	Neil LaBute	Focus Features	6.4	6789	PG-13	Drama	25000000	16-Aug-02	64	""	Based on Book/Short Story	Possession	""	10103647	14805812
Kids Fiction	""	Walt Disney Pictures	""	""	G	Adventure	20000000	15-Feb-02	46	72	Based on Play	Peter Pan: Return to Neverland	""	48430258	109862682
Fantasy	Griffin Dunne	Warner Bros.	5.5	20196	PG-13	Comedy	60000000	16-Oct-98	21	105	Based on Book/Short Story	Practical Magic	""	46850558	68336997
Contemporary Fiction	David Frankel	20th Century Fox	6.8	66627	PG-13	Comedy	35000000	30-Jun-06	75	""	Based on Book/Short Story	The Devil Wears Prada	95856827	124740460	326551094
Historical Fiction	""	Focus Features	7.5	25415	R	Comedy	50000000	13-Nov-09	""	134	Original Screenplay	The Boat That Rocked	1374953	8017467	37472651
Contemporary Fiction	""	20th Century Fox	5.7	9058	PG-13	Thriller/Suspense	20000000	3-Sep-04	18	""	Original Screenplay	Paparazzi	""	15712072	16612072
Dramatization	Mike Nichols	Universal	6.7	15340	R	Comedy	65000000	20-Mar-98	80	143	Based on Book/Short Story	Primary Colors	""	39017984	39017984
Historical Fiction	Lee Daniels	Lionsgate	7.5	24504	R	Drama	10000000	6-Nov-09	""	109	Based on Book/Short Story	Precious (Based on the Novel Push by Sapphire)	20130576	47566524	63471431
Contemporary Fiction	""	Warner Bros.	6.7	24596	R	Drama	30000000	24-Oct-08	34	129	Original Screenplay	Pride and Glory	11495577	15740721	43440721
Historical Fiction	Joe Wright	Focus Features	5.5	1230	PG	Drama	28000000	11-Nov-05	85	""	Based on Book/Short Story	Pride and Prejudice	53281347	38372662	120918508
Historical Fiction	Sam Mendes	Dreamworks SKG	""	""	R	Drama	80000000	12-Jul-02	""	117	Based on Comic/Graphic Novel	The Road to Perdition	""	104054514	181054514
""	""	20th Century Fox	6.9	22257	R	Action	40000000	9-Jul-10	63	109	Original Screenplay	Predators	""	51920690	124549380
Dramatization	""	Walt Disney Pictures	6.2	2580	PG-13	Drama	8000000	24-Jan-97	62	""	Based on Real Life Events	Prefontaine	""	590817	590817
Historical Fiction	Tom Tykwer	Paramount Pictures	7.5	51704	R	Drama	63700000	27-Dec-06	58	147	Based on Book/Short Story	Perfume: The Story of a Murderer	7529604	2223293	132180323
Contemporary Fiction	Martha Coolidge	Paramount Pictures	5.6	9547	PG	Romantic Comedy	30000000	2-Apr-04	""	111	Original Screenplay	The Prince & Me	""	28165882	29356757
Contemporary Fiction	""	Universal	5.1	7278	PG	Romantic Comedy	10000000	17-Jun-05	5	""	Original Screenplay	The Perfect Man	""	16535005	19535005
Dramatization	Gabriele Muccino	Sony Pictures	7.8	77939	PG-13	Drama	55000000	15-Dec-06	66	116	Based on Real Life Events	The Pursuit of Happyness	90857430	162586036	306086036
Science Fiction	""	ThinkFilm	6.9	17454	PG-13	Drama	7000	8-Oct-04	""	80	Original Screenplay	Primer	""	424760	565846
Dramatization	Michael Bay	Walt Disney Pictures	5.4	96186	PG-13	Action	151500000	25-May-01	26	183	Based on Real Life Events	Pearl Harbor	""	198539855	449239855
Contemporary Fiction	""	Sony Pictures	""	""	PG-13	Thriller/Suspense	20000000	16-Mar-07	8	97	Original Screenplay	Premonition	33241945	47852604	81461343
Dramatization	Steve Hickner	Dreamworks SKG	6.8	24569	PG	Adventure	60000000	18-Dec-98	79	97	Based on Book/Short Story	The Prince of Egypt	""	101413188	218600000
Historical Fiction	""	Universal	""	""	PG-13	Musical	45000000	16-Dec-05	""	""	Remake	The Producers: The Movie Musical	5338452	19398532	32952995
Contemporary Fiction	""	Sony/Screen Gems	5.1	4263	PG-13	Horror	18000000	11-Apr-08	8	85	Remake	Prom Night	8497205	43869350	57109687
Contemporary Fiction	John Madden	Miramax	6.9	18622	PG-13	Drama	20000000	16-Sep-05	64	""	Based on Play	Proof	9239421	7535331	8284331
Contemporary Fiction	David Fincher	Sony Pictures	6.9	68737	R	Thriller/Suspense	48000000	29-Mar-02	76	112	Original Screenplay	Panic Room	""	95308367	196308367
Contemporary Fiction	Anne Fletcher	Walt Disney Pictures	5.4	397	PG-13	Romantic Comedy	40000000	19-Jun-09	43	107	Original Screenplay	The Proposal	83691948	163958031	317358031
Fantasy	Mike Newell	Walt Disney Pictures	""	""	PG-13	Action	200000000	28-May-10	""	103	Based on Game	Prince of Persia: Sands of Time	""	90755643	335055643
Historical Fiction	Christopher Nolan	Walt Disney Pictures	8.4	207322	PG-13	Thriller/Suspense	40000000	20-Oct-06	75	131	Based on Book/Short Story	The Prestige	45394364	53089891	107896006
""	""	Film Movement	""	""	""	""	1000000	24-Oct-03	""	""	""	The Party's Over	""	0	0
